vertex_a,vertex_b,edge,distance
14936,105651,1,0
14936,140491,1,0.00290698
14936,19045,1,0.00581396
14936,19046,1,0.00872094
14936,19047,1,0.0116279
14936,228966,1,0.0145349
14936,244416,1,0.0174419
14936,434233,1,0.0203489
14936,53412,1,0.0232558
14936,54646,1,0.0261628
232493,105651,1,0.0290698
232493,140491,1,0.0319768
232493,19045,1,0.0348838
232493,19046,1,0.0377907
232493,19047,1,0.0406977
232493,228966,1,0.0436047
232493,244416,1,0.0465117
232493,434233,1,0.0494187
232493,53412,1,0.0523256
232493,54646,1,0.0552326
102093,105651,2,0.0581396
102093,140491,2,0.0610466
102093,19045,2,0.0639536
102093,19046,2,0.0668605
102093,19047,2,0.0697675
102093,228966,2,0.0726745
102093,244416,2,0.0755815
102093,434233,2,0.0784885
102093,53412,2,0.0813954
102093,54646,2,0.0843024
110094,105651,2,0.0872094
110094,140491,2,0.0901164
110094,19045,2,0.0930234
110094,19046,2,0.0959303
110094,19047,2,0.0988373
110094,228966,2,0.101744
110094,244416,2,0.104651
110094,434233,2,0.107558
110094,53412,2,0.110465
110094,54646,2,0.113372
12313,105651,2,0.116279
12313,140491,2,0.119186
12313,19045,2,0.122093
12313,19046,2,0.125
12313,19047,2,0.127907
12313,228966,2,0.130814
12313,244416,2,0.133721
12313,434233,2,0.136628
12313,53412,2,0.139535
12313,54646,2,0.142442
12314,105651,2,0.145349
12314,140491,2,0.148256
12314,19045,2,0.151163
12314,19046,2,0.15407
12314,19047,2,0.156977
12314,228966,2,0.159884
12314,244416,2,0.162791
12314,434233,2,0.165698
12314,53412,2,0.168605
12314,54646,2,0.171512
12315,105651,2,0.174419
12315,140491,2,0.177326
12315,19045,2,0.180233
12315,19046,2,0.18314
12315,19047,2,0.186047
12315,228966,2,0.188954
12315,244416,2,0.191861
12315,434233,2,0.194768
12315,53412,2,0.197675
12315,54646,2,0.200582
18679,105651,2,0.203489
18679,140491,2,0.206396
18679,19045,2,0.209303
18679,19046,2,0.21221
18679,19047,2,0.215117
18679,228966,2,0.218024
18679,244416,2,0.22093
18679,434233,2,0.223837
18679,53412,2,0.226744
18679,54646,2,0.229651
18682,105651,2,0.232558
18682,140491,2,0.235465
18682,19045,2,0.238372
18682,19046,2,0.241279
18682,19047,2,0.244186
18682,228966,2,0.247093
18682,244416,2,0.25
18682,434233,2,0.252907
18682,53412,2,0.255814
18682,54646,2,0.258721
494124,105651,2,0.261628
494124,140491,2,0.264535
494124,19045,2,0.267442
494124,19046,2,0.270349
494124,19047,2,0.273256
494124,228966,2,0.276163
494124,244416,2,0.27907
494124,434233,2,0.281977
494124,53412,2,0.284884
494124,54646,2,0.287791
68961,105651,2,0.290698
68961,140491,2,0.293605
68961,19045,2,0.296512
68961,19046,2,0.299419
68961,19047,2,0.302326
68961,228966,2,0.305233
68961,244416,2,0.30814
68961,434233,2,0.311047
68961,53412,2,0.313954
68961,54646,2,0.316861
70405,105651,2,0.319768
70405,140491,2,0.322675
70405,19045,2,0.325582
70405,19046,2,0.328489
70405,19047,2,0.331396
70405,228966,2,0.334303
70405,244416,2,0.33721
70405,434233,2,0.340117
70405,53412,2,0.343024
70405,54646,2,0.345931
75600,105651,2,0.348838
75600,140491,2,0.351745
75600,19045,2,0.354652
75600,19046,2,0.357559
75600,19047,2,0.360466
75600,228966,2,0.363372
75600,244416,2,0.366279
75600,434233,2,0.369186
