vertex_a,vertex_b,edge,distance
50721,17869,3,0
15251,50721,3,0.008
18746,17869,1,0.016
18746,15251,1,0.024
106557,17869,1,0.032
106557,15251,1,0.04
16828,17869,1,0.048
16828,15251,1,0.056
16832,17869,1,0.064
16832,15251,1,0.072
16833,17869,1,0.08
16833,15251,1,0.088
228026,15251,1,0.096
15461,13649,1,0.104
15461,13866,1,0.112
15461,14182,1,0.12
15461,14183,1,0.128
15461,14184,1,0.136
15461,14255,1,0.144
15461,16590,1,0.152
15461,17295,1,0.16
15461,18211,1,0.168
15461,18213,1,0.176
15461,18595,1,0.184
15461,18596,1,0.192
15461,19713,1,0.2
16653,13649,1,0.208
16653,13866,1,0.216
16653,14182,1,0.224
16653,14183,1,0.232
16653,14184,1,0.24
16653,14255,1,0.248
16653,16590,1,0.256
16653,17295,1,0.264
16653,18211,1,0.272
16653,18213,1,0.28
16653,18595,1,0.288
16653,18596,1,0.296
16653,19713,1,0.304
18176,13649,1,0.312
18176,13866,1,0.32
18176,14182,1,0.328
18176,14183,1,0.336
18176,14184,1,0.344
18176,14255,1,0.352
18176,16590,1,0.36
18176,17295,1,0.368
18176,18211,1,0.376
18176,18213,1,0.384
18176,18595,1,0.392
18176,18596,1,0.4
18176,19713,1,0.408
110157,15461,1,0.416
110157,16653,1,0.424
110157,18176,1,0.432
26395,110157,1,0.44
26396,110157,1,0.448
26413,26395,1,0.456
26413,26396,1,0.464
26417,26395,1,0.472
26417,26396,1,0.48
18706,13649,1,0.488
18706,13866,1,0.496
18706,17295,1,0.504
18707,13649,1,0.512
18707,13866,1,0.52
18707,17295,1,0.528
18708,13649,1,0.536
18708,13866,1,0.544
18708,17295,1,0.552
18709,13649,1,0.56
18709,13866,1,0.568
18709,17295,1,0.576
18710,13649,1,0.584
18710,13866,1,0.592
18710,17295,1,0.6
74769,13649,1,0.608
74769,13866,1,0.616
74769,17295,1,0.624
11651,18706,1,0.632
11651,18707,1,0.64
11651,18708,1,0.648
11651,18709,1,0.656
11651,18710,1,0.664
11651,74769,1,0.672
11652,18706,1,0.68
11652,18707,1,0.688
11652,18708,1,0.696
11652,18709,1,0.704
11652,18710,1,0.712
11652,74769,1,0.72
23797,18706,1,0.728
23797,18707,1,0.736
23797,18708,1,0.744
23797,18709,1,0.752
23797,18710,1,0.76
23797,74769,1,0.768
56717,11651,1,0.776
56717,11652,1,0.784
56717,23797,1,0.792
15275,17869,1,0.8
15275,15251,1,0.808
15277,17869,1,0.816
15277,15251,1,0.824
212032,17869,1,0.832
212032,15251,1,0.84
216019,17869,1,0.848
216019,15251,1,0.856
18648,17869,1,0.864
18648,15251,1,0.872
56012,17869,1,0.88
56012,15251,1,0.888
20514,17869,1,0.896
22059,20525,3,0.904
22059,20526,3,0.912
22059,319801,3,0.92
18641,15251,1,0.928
18642,15251,1,0.936
56421,15251,1,0.944
19211,22059,3,0.952
100126824,22059,1,0.96
20539,56717,1,0.968
14380,22059,3,0.976
14381,22059,3,0.984
