vertex_a,vertex_b,edge,distance
26395,110157,1,0
26396,110157,1,0.00413223
26413,26395,1,0.00826446
26413,26396,1,0.0123967
26417,26395,1,0.0165289
26417,26396,1,0.0206611
18750,18803,3,0.0247934
18750,234779,3,0.0289256
18750,18795,3,0.0330578
18750,18796,3,0.0371901
18750,18797,3,0.0413223
18750,18798,3,0.0454545
18751,18803,3,0.0495868
18751,234779,3,0.053719
18751,18795,3,0.0578512
18751,18796,3,0.0619834
18751,18797,3,0.0661157
18751,18798,3,0.0702479
18752,18803,3,0.0743801
18752,234779,3,0.0785124
18752,18795,3,0.0826446
18752,18796,3,0.0867768
18752,18797,3,0.0909091
18752,18798,3,0.0950413
12288,18750,1,0.0991735
12288,18751,1,0.103306
12288,18752,1,0.107438
12289,18750,1,0.11157
12289,18751,1,0.115702
12289,18752,1,0.119835
12292,18750,1,0.123967
12292,18751,1,0.128099
12292,18752,1,0.132231
54652,18750,1,0.136364
54652,18751,1,0.140496
54652,18752,1,0.144628
18747,104110,3,0.14876
18747,104111,3,0.152893
18747,11512,3,0.157025
18747,11513,3,0.161157
18747,11514,3,0.165289
18747,11515,3,0.169421
18747,210044,3,0.173554
18747,224129,3,0.177686
18747,271639,3,0.181818
18747,432530,3,0.18595
18749,104110,3,0.190083
18749,104111,3,0.194215
18749,11512,3,0.198347
18749,11513,3,0.202479
18749,11514,3,0.206611
18749,11515,3,0.210744
18749,210044,3,0.214876
18749,224129,3,0.219008
18749,271639,3,0.22314
18749,432530,3,0.227273
14600,14599,1,0.231405
14683,14602,1,0.235537
11909,18747,1,0.239669
11909,18749,1,0.243802
11911,18747,1,0.247934
11911,18749,1,0.252066
12912,18747,1,0.256198
12912,18749,1,0.26033
12913,18747,1,0.264463
12913,18749,1,0.268595
12915,18747,1,0.272727
12915,18749,1,0.276859
208647,18747,1,0.280992
208647,18749,1,0.285124
208677,18747,1,0.289256
208677,18749,1,0.293388
231991,18747,1,0.297521
231991,18749,1,0.301653
26427,18747,1,0.305785
26427,18749,1,0.309917
78284,18747,1,0.314049
78284,18749,1,0.318182
18736,11909,1,0.322314
18736,11911,1,0.326446
18736,12912,1,0.330578
18736,12913,1,0.334711
18736,12915,1,0.338843
18736,208647,1,0.342975
18736,208677,1,0.347107
18736,231991,1,0.35124
18736,26427,1,0.355372
18736,78284,1,0.359504
16452,14600,1,0.363636
16367,16452,1,0.367768
16369,16452,1,0.371901
16370,16452,1,0.376033
384783,16452,1,0.380165
18706,16367,1,0.384297
18706,16369,1,0.38843
18706,16370,1,0.392562
18706,384783,1,0.396694
18707,16367,1,0.400826
18707,16369,1,0.404959
18707,16370,1,0.409091
18707,384783,1,0.413223
18708,16367,1,0.417355
18708,16369,1,0.421487
18708,16370,1,0.42562
18708,384783,1,0.429752
18709,16367,1,0.433884
18709,16369,1,0.438016
18709,16370,1,0.442149
18709,384783,1,0.446281
18710,16367,1,0.450413
18710,16369,1,0.454545
18710,16370,1,0.458678
18710,384783,1,0.46281
74769,16367,1,0.466942
74769,16369,1,0.471074
74769,16370,1,0.475206
74769,384783,1,0.479339
11651,18706,1,0.483471
11651,18707,1,0.487603
11651,18708,1,0.491735
11651,18709,1,0.495868
11651,18710,1,0.5
11651,74769,1,0.504132
11652,18706,1,0.508264
11652,18707,1,0.512397
11652,18708,1,0.516529
11652,18709,1,0.520661
11652,18710,1,0.524793
11652,74769,1,0.528925
23797,18706,1,0.533058
23797,18707,1,0.53719
23797,18708,1,0.541322
23797,18709,1,0.545454
23797,18710,1,0.549587
23797,74769,1,0.553719
56717,11651,1,0.557851
56717,11652,1,0.561983
56717,23797,1,0.566116
56637,11651,2,0.570248
56637,11652,2,0.57438
56637,23797,2,0.578512
16000,26413,1,0.582644
16000,26417,1,0.586777
16000,56717,1,0.590909
16000,56637,2,0.595041
12702,26413,1,0.599173
12702,26417,1,0.603306
12702,56717,1,0.607438
12702,56637,2,0.61157
12703,26413,1,0.615702
12703,26417,1,0.619834
12703,56717,1,0.623967
12703,56637,2,0.628099
216233,26413,1,0.632231
216233,26417,1,0.636363
216233,56717,1,0.640496
216233,56637,2,0.644628
14281,26413,1,0.64876
14281,26417,1,0.652892
14281,11909,1,0.657025
14281,11911,1,0.661157
14281,12912,1,0.665289
14281,12913,1,0.669421
14281,12915,1,0.673553
14281,208647,1,0.677686
14281,208677,1,0.681818
14281,231991,1,0.68595
14281,26427,1,0.690082
14281,78284,1,0.694215
14281,56717,1,0.698347
14281,56637,2,0.702479
16477,26413,1,0.706611
16477,26417,1,0.710744
16477,56717,1,0.714876
16477,56637,2,0.719008
14083,16452,1,0.72314
12927,14083,1,0.727272
12928,14083,1,0.731405
12929,14083,1,0.735537
26401,12927,1,0.739669
26401,12928,1,0.743801
26401,12929,1,0.747934
20846,16452,1,0.752066
20848,16452,1,0.756198
20850,16452,1,0.76033
20851,16452,1,0.764463
208188,58991,1,0.768595
20605,20604,1,0.772727
20606,20604,1,0.776859
20607,20604,1,0.780991
20609,20604,1,0.785124
14677,20605,1,0.789256
14677,20606,1,0.793388
14677,20607,1,0.79752
14677,20609,1,0.801653
14678,20605,1,0.805785
14678,20606,1,0.809917
14678,20607,1,0.814049
14678,20609,1,0.818182
14679,20605,1,0.822314
14679,20606,1,0.826446
14679,20607,1,0.830578
14679,20609,1,0.83471
20416,16452,1,0.838843
20418,16452,1,0.842975
216148,16452,1,0.847107
271849,16452,1,0.851239
14784,20416,1,0.855372
14784,20418,1,0.859504
14784,216148,1,0.863636
14784,271849,1,0.867768
20662,14784,1,0.871901
20663,14784,1,0.876033
26397,26401,1,0.880165
26398,26401,1,0.884297
26399,26401,1,0.888429
26414,26397,1,0.892562
26414,26398,1,0.896694
26414,26399,1,0.900826
26419,26397,1,0.904958
26419,26398,1,0.909091
26419,26399,1,0.913223
26420,26397,1,0.917355
26420,26398,1,0.921487
26420,26399,1,0.92562
16005,26413,1,0.929752
16005,26417,1,0.933884
16005,56717,1,0.938016
16005,56637,2,0.942148
16005,20846,1,0.946281
16005,20848,1,0.950413
16005,20850,1,0.954545
16005,20851,1,0.958677
16009,26413,1,0.96281
16009,26417,1,0.966942
16009,56717,1,0.971074
16009,56637,2,0.975206
16009,20846,1,0.979339
16009,20848,1,0.983471
16009,20850,1,0.987603
16009,20851,1,0.991735
