vertex_a,vertex_b,edge,distance
22095,12640,1,0
22095,22094,1,0.00909091
14682,22095,1,0.0181818
18795,14682,1,0.0272727
18796,14682,1,0.0363636
18797,14682,1,0.0454546
18798,14682,1,0.0545455
14683,22095,1,0.0636364
104110,14683,1,0.0727273
104111,14683,1,0.0818182
11512,14683,1,0.0909091
11513,14683,1,0.1
11514,14683,1,0.109091
11515,14683,1,0.118182
210044,14683,1,0.127273
224129,14683,1,0.136364
432530,14683,1,0.145455
18750,18795,3,0.154545
18750,18796,3,0.163636
18750,18797,3,0.172727
18750,18798,3,0.181818
18751,18795,3,0.190909
18751,18796,3,0.2
18751,18797,3,0.209091
18751,18798,3,0.218182
18752,18795,3,0.227273
18752,18796,3,0.236364
18752,18797,3,0.245455
18752,18798,3,0.254545
22130,18747,1,0.263636
22130,18749,1,0.272727
22130,18750,1,0.281818
22130,18751,1,0.290909
22130,18752,1,0.3
74044,18747,1,0.309091
74044,18749,1,0.318182
74044,18750,1,0.327273
74044,18751,1,0.336364
74044,18752,1,0.345455
18510,18747,1,0.354545
18510,18749,1,0.363636
18510,18750,1,0.372727
18510,18751,1,0.381818
18510,18752,1,0.390909
11909,18747,1,0.4
11909,18749,1,0.409091
11909,18750,1,0.418182
11909,18751,1,0.427273
11909,18752,1,0.436364
11911,18747,1,0.445455
11911,18749,1,0.454546
11911,18750,1,0.463636
11911,18751,1,0.472727
11911,18752,1,0.481818
12912,18747,1,0.490909
12912,18749,1,0.5
12912,18750,1,0.509091
12912,18751,1,0.518182
12912,18752,1,0.527273
12913,18747,1,0.536364
12913,18749,1,0.545455
12913,18750,1,0.554546
12913,18751,1,0.563636
12913,18752,1,0.572727
12915,18747,1,0.581818
12915,18749,1,0.590909
12915,18750,1,0.6
12915,18751,1,0.609091
12915,18752,1,0.618182
208647,18747,1,0.627273
208647,18749,1,0.636364
208647,18750,1,0.645455
208647,18751,1,0.654546
208647,18752,1,0.663636
208677,18747,1,0.672727
208677,18749,1,0.681818
208677,18750,1,0.690909
208677,18751,1,0.7
208677,18752,1,0.709091
231991,18747,1,0.718182
231991,18749,1,0.727273
231991,18750,1,0.736364
231991,18751,1,0.745455
231991,18752,1,0.754546
26427,18747,1,0.763636
26427,18749,1,0.772727
26427,18750,1,0.781818
26427,18751,1,0.790909
26427,18752,1,0.8
78284,18747,1,0.809091
78284,18749,1,0.818182
78284,18750,1,0.827273
78284,18751,1,0.836364
78284,18752,1,0.845455
16438,18795,3,0.854546
16438,18796,3,0.863636
16438,18797,3,0.872727
16438,18798,3,0.881818
16439,18795,3,0.890909
16439,18796,3,0.9
16439,18797,3,0.909091
16439,18798,3,0.918182
16440,18795,3,0.927273
16440,18796,3,0.936364
16440,18797,3,0.945455
16440,18798,3,0.954546
14725,21819,3,0.963636
11889,21819,3,0.972727
11890,21819,3,0.981818
