vertex_a,vertex_b,edge,distance
12000,11998,1,0
14683,12000,1,0.0238095
104111,14683,1,0.047619
11512,14683,1,0.0714285
11515,14683,1,0.095238
18747,104111,3,0.119048
18747,11512,3,0.142857
18747,11515,3,0.166666
18749,104111,3,0.190476
18749,11512,3,0.214286
18749,11515,3,0.238095
12912,18747,1,0.261904
12912,18749,1,0.285714
12913,18747,1,0.309524
12913,18749,1,0.333333
208647,18747,1,0.357143
208647,18749,1,0.380952
208677,18747,1,0.404761
208677,18749,1,0.428571
231991,18747,1,0.452381
231991,18749,1,0.47619
26427,18747,1,0.5
26427,18749,1,0.523809
78284,18747,1,0.547619
78284,18749,1,0.571428
11827,18747,1,0.595237
11827,18749,1,0.619047
11827,12912,1,0.642857
11827,12913,1,0.666666
11827,208647,1,0.690476
11827,208677,1,0.714285
11827,231991,1,0.738094
11827,26427,1,0.761904
11827,78284,1,0.785714
11857,18747,1,0.809523
11857,18749,1,0.833333
14570,18747,1,0.857142
14570,18749,1,0.880951
192662,18747,1,0.904761
192662,18749,1,0.928571
22318,20909,3,0.95238
