vertex_a,vertex_b,edge,distance
18747,104110,3,0
18747,104111,3,0.00357143
18747,11512,3,0.00714286
18747,11513,3,0.0107143
18747,11514,3,0.0142857
18747,11515,3,0.0178571
18747,210044,3,0.0214286
18747,224129,3,0.025
18747,432530,3,0.0285714
18749,104110,3,0.0321429
18749,104111,3,0.0357143
18749,11512,3,0.0392857
18749,11513,3,0.0428572
18749,11514,3,0.0464286
18749,11515,3,0.05
18749,210044,3,0.0535714
18749,224129,3,0.0571429
18749,432530,3,0.0607143
14672,12669,1,0.0642857
14682,12669,1,0.0678572
18795,14672,1,0.0714286
18795,14682,1,0.075
18796,14672,1,0.0785715
18796,14682,1,0.0821429
18797,14672,1,0.0857143
18797,14682,1,0.0892857
18798,14672,1,0.0928572
18798,14682,1,0.0964286
16438,18795,3,0.1
16438,18796,3,0.103571
16438,18797,3,0.107143
16438,18798,3,0.110714
16439,18795,3,0.114286
16439,18796,3,0.117857
16439,18797,3,0.121429
16439,18798,3,0.125
16440,18795,3,0.128571
16440,18796,3,0.132143
16440,18797,3,0.135714
16440,18798,3,0.139286
18750,18795,3,0.142857
18750,18796,3,0.146429
18750,18797,3,0.15
18750,18798,3,0.153571
18751,18795,3,0.157143
18751,18796,3,0.160714
18751,18797,3,0.164286
18751,18798,3,0.167857
18752,18795,3,0.171429
18752,18796,3,0.175
18752,18797,3,0.178571
18752,18798,3,0.182143
100503710,243764,1,0.185714
100503710,12672,1,0.189286
14677,243764,1,0.192857
14677,12672,1,0.196429
14678,243764,1,0.2
14678,12672,1,0.203572
14679,243764,1,0.207143
14679,12672,1,0.210714
14681,243764,1,0.214286
14681,12672,1,0.217857
14688,243764,1,0.221429
14688,12672,1,0.225
14693,243764,1,0.228572
14693,12672,1,0.232143
14695,243764,1,0.235714
14695,12672,1,0.239286
14696,243764,1,0.242857
14696,12672,1,0.246429
14697,243764,1,0.25
14697,12672,1,0.253572
14699,243764,1,0.257143
14699,12672,1,0.260714
14700,243764,1,0.264286
14700,12672,1,0.267857
14701,243764,1,0.271429
14701,12672,1,0.275
14702,243764,1,0.278572
14702,12672,1,0.282143
14704,243764,1,0.285714
14704,12672,1,0.289286
14706,243764,1,0.292857
14706,12672,1,0.296429
14707,243764,1,0.3
14707,12672,1,0.303572
14708,243764,1,0.307143
14708,12672,1,0.310714
14709,243764,1,0.314286
14709,12672,1,0.317857
14710,243764,1,0.321429
14710,12672,1,0.325
64337,243764,1,0.328572
64337,12672,1,0.332143
66066,243764,1,0.335714
66066,12672,1,0.339286
26413,18747,1,0.342857
26413,18749,1,0.346429
26417,18747,1,0.35
26417,18749,1,0.353572
11911,26413,1,0.357143
11911,26417,1,0.360714
12912,26413,1,0.364286
12912,26417,1,0.367857
12913,26413,1,0.371429
12913,26417,1,0.375
208647,26413,1,0.378572
208647,26417,1,0.382143
208677,26413,1,0.385714
208677,26417,1,0.389286
231991,26413,1,0.392857
231991,26417,1,0.396429
26427,26413,1,0.4
26427,26417,1,0.403572
78284,26413,1,0.407143
78284,26417,1,0.410714
108058,18747,3,0.414286
108058,18749,3,0.417857
12322,18747,3,0.421429
12322,18749,3,0.425
12323,18747,3,0.428572
12323,18749,3,0.432143
12325,18747,3,0.435714
12325,18749,3,0.439286
12326,18747,3,0.442857
12326,18749,3,0.446429
11651,18706,1,0.45
11651,18707,1,0.453572
11651,18708,1,0.457143
11651,18709,1,0.460714
11651,18710,1,0.464286
11651,74769,1,0.467857
11652,18706,1,0.471429
11652,18707,1,0.475
11652,18708,1,0.478572
11652,18709,1,0.482143
11652,18710,1,0.485714
11652,74769,1,0.489286
23797,18706,1,0.492857
23797,18707,1,0.496429
23797,18708,1,0.5
23797,18709,1,0.503572
23797,18710,1,0.507143
23797,74769,1,0.510714
12043,11651,1,0.514286
12043,11652,1,0.517857
12043,23797,1,0.521429
104709,100503710,1,0.525
104709,14677,1,0.528572
104709,14678,1,0.532143
104709,14679,1,0.535714
104709,14681,1,0.539286
104709,14688,1,0.542857
104709,14693,1,0.546429
104709,14695,1,0.55
104709,14696,1,0.553572
104709,14697,1,0.557143
104709,14699,1,0.560715
104709,14700,1,0.564286
104709,14701,1,0.567857
104709,14702,1,0.571429
104709,14704,1,0.575
104709,14706,1,0.578572
104709,14707,1,0.582143
104709,14708,1,0.585715
104709,14709,1,0.589286
104709,14710,1,0.592857
104709,64337,1,0.596429
104709,66066,1,0.6
30955,100503710,1,0.603572
30955,14677,1,0.607143
30955,14678,1,0.610715
30955,14679,1,0.614286
30955,14681,1,0.617857
30955,14688,1,0.621429
30955,14693,1,0.625
30955,14695,1,0.628572
30955,14696,1,0.632143
30955,14697,1,0.635715
30955,14699,1,0.639286
30955,14700,1,0.642857
30955,14701,1,0.646429
30955,14702,1,0.65
30955,14704,1,0.653572
30955,14706,1,0.657143
30955,14707,1,0.660715
30955,14708,1,0.664286
30955,14709,1,0.667857
30955,14710,1,0.671429
30955,64337,1,0.675
30955,66066,1,0.678572
320207,100503710,1,0.682143
320207,14677,1,0.685715
320207,14678,1,0.689286
320207,14679,1,0.692857
320207,14681,1,0.696429
320207,14688,1,0.7
320207,14693,1,0.703572
320207,14695,1,0.707143
320207,14696,1,0.710715
320207,14697,1,0.714286
320207,14699,1,0.717857
320207,14700,1,0.721429
320207,14701,1,0.725
320207,14702,1,0.728572
320207,14704,1,0.732143
320207,14706,1,0.735715
320207,14707,1,0.739286
320207,14708,1,0.742857
320207,14709,1,0.746429
320207,14710,1,0.75
320207,64337,1,0.753572
320207,66066,1,0.757143
15461,104709,1,0.760715
15461,30955,1,0.764286
15461,320207,1,0.767857
16653,104709,1,0.771429
16653,30955,1,0.775
16653,320207,1,0.778572
18176,104709,1,0.782143
18176,30955,1,0.785715
18176,320207,1,0.789286
26395,15461,1,0.792857
26395,16653,1,0.796429
26395,18176,1,0.8
14281,26413,1,0.803572
14281,26417,1,0.807143
16452,108015,1,0.810715
16452,110834,1,0.814286
16452,11438,1,0.817857
16452,11440,1,0.821429
16452,11441,1,0.825
16452,11444,1,0.828572
14360,18747,3,0.832143
14360,18749,3,0.835715
16519,100503710,1,0.839286
16519,14677,1,0.842857
16519,14678,1,0.846429
16519,14679,1,0.85
16519,14681,1,0.853572
16519,14688,1,0.857143
16519,14693,1,0.860715
16519,14695,1,0.864286
16519,14696,1,0.867857
16519,14697,1,0.871429
16519,14699,1,0.875
16519,14700,1,0.878572
16519,14701,1,0.882143
16519,14702,1,0.885715
16519,14704,1,0.889286
16519,14706,1,0.892857
16519,14707,1,0.896429
16519,14708,1,0.9
16519,14709,1,0.903572
16519,14710,1,0.907143
16519,64337,1,0.910715
16519,66066,1,0.914286
16522,100503710,1,0.917858
16522,14677,1,0.921429
16522,14678,1,0.925
16522,14679,1,0.928572
16522,14681,1,0.932143
16522,14688,1,0.935715
16522,14693,1,0.939286
16522,14695,1,0.942858
16522,14696,1,0.946429
16522,14697,1,0.95
16522,14699,1,0.953572
16522,14700,1,0.957143
16522,14701,1,0.960715
16522,14702,1,0.964286
16522,14704,1,0.967858
16522,14706,1,0.971429
16522,14707,1,0.975
16522,14708,1,0.978572
16522,14709,1,0.982143
16522,14710,1,0.985715
16522,64337,1,0.989286
16522,66066,1,0.992858
