vertex_a,vertex_b,edge,distance
266632,22034,3,0
18033,12675,1,0.00934579
18033,26410,2,0.0186916
54123,12675,3,0.0280374
54123,22034,1,0.0373832
54123,16179,1,0.0467289
54123,20750,1,0.0560747
27056,22034,1,0.0654205
15962,54123,1,0.0747663
15964,54123,1,0.0841121
15965,54123,1,0.0934579
15967,54123,1,0.102804
15968,54123,1,0.112149
15969,54123,1,0.121495
15970,54123,1,0.130841
15972,54123,1,0.140187
15974,54123,1,0.149533
230396,54123,1,0.158878
230398,54123,1,0.168224
242517,54123,1,0.17757
242519,54123,1,0.186916
404549,54123,1,0.196262
26409,22034,1,0.205607
26409,19766,1,0.214953
16176,18033,1,0.224299
16176,27056,1,0.233645
56480,22031,1,0.242991
56489,22031,1,0.252336
14082,17874,1,0.261682
16193,18033,1,0.271028
16193,27056,1,0.280374
20304,18033,1,0.289719
20304,27056,1,0.299065
66513,26409,3,0.308411
68652,66513,3,0.317757
18035,16150,3,0.327103
21926,18033,1,0.336448
21926,27056,1,0.345794
54131,56480,1,0.35514
54131,56489,1,0.364486
12519,54131,1,0.373832
21897,24088,3,0.383177
21899,24088,3,0.392523
21898,17087,3,0.401869
225471,21898,1,0.411215
54473,24088,1,0.420561
106759,142980,1,0.429906
106759,225471,1,0.439252
12370,14082,1,0.448598
20302,18033,1,0.457944
20302,27056,1,0.467289
17329,20846,1,0.476635
17329,54131,1,0.485981
18706,19353,1,0.495327
18707,19353,1,0.504673
18708,19353,1,0.514018
18709,19353,1,0.523364
18710,19353,1,0.53271
74769,19353,1,0.542056
15975,15977,1,0.551402
15976,15977,1,0.560747
170743,17874,3,0.570093
170744,17874,3,0.579439
26398,26409,1,0.588785
26400,26409,1,0.598131
19697,11651,1,0.607476
19697,11652,1,0.616822
19697,23797,1,0.626168
19697,18035,2,0.635514
26397,26409,1,0.64486
26399,26409,1,0.654205
26395,26410,3,0.663551
26396,26410,3,0.672897
14281,26413,1,0.682243
14281,26417,1,0.691588
14281,19094,1,0.700934
14281,26415,1,0.71028
14281,26416,1,0.719626
14281,29857,1,0.728972
14281,26414,3,0.738317
14281,26419,3,0.747663
14281,26420,3,0.757009
16476,26413,1,0.766355
16476,26417,1,0.775701
16476,19094,1,0.785046
16476,26415,1,0.794392
16476,26416,1,0.803738
16476,29857,1,0.813084
16476,26414,3,0.82243
16476,26419,3,0.831775
16476,26420,3,0.841121
16159,18033,1,0.850467
16159,27056,1,0.859813
16159,19697,1,0.869158
16159,14281,1,0.878504
16159,16476,1,0.88785
16160,18033,1,0.897196
16160,27056,1,0.906542
16160,19697,1,0.915887
16160,14281,1,0.925233
16160,16476,1,0.934579
20303,18033,1,0.943925
20303,27056,3,0.953271
20303,19697,1,0.962616
20303,14281,1,0.971962
20303,16476,1,0.981308
