vertex_a,vertex_b,edge,distance
18747,104110,3,0
18747,104111,3,0.003003
18747,11512,3,0.006006
18747,11513,3,0.009009
18747,11514,3,0.012012
18747,11515,3,0.015015
18747,210044,3,0.018018
18747,224129,3,0.021021
18747,432530,3,0.024024
18749,104110,3,0.027027
18749,104111,3,0.03003
18749,11512,3,0.033033
18749,11513,3,0.036036
18749,11514,3,0.039039
18749,11515,3,0.042042
18749,210044,3,0.045045
18749,224129,3,0.048048
18749,432530,3,0.051051
18795,14682,1,0.054054
18796,14682,1,0.057057
18797,14682,1,0.06006
18798,14682,1,0.063063
18750,18795,3,0.066066
18750,18796,3,0.069069
18750,18797,3,0.072072
18750,18798,3,0.075075
18751,18795,3,0.078078
18751,18796,3,0.081081
18751,18797,3,0.084084
18751,18798,3,0.087087
18752,18795,3,0.09009
18752,18796,3,0.093093
18752,18797,3,0.096096
18752,18798,3,0.099099
15461,14682,1,0.102102
16653,14682,1,0.105105
18176,14682,1,0.108108
110157,18750,1,0.111111
110157,18751,1,0.114114
110157,18752,1,0.117117
110157,15461,1,0.12012
110157,16653,1,0.123123
110157,18176,1,0.126126
26395,110157,1,0.129129
26396,110157,1,0.132132
26413,26395,1,0.135135
26413,26396,1,0.138138
26417,26395,1,0.141141
26417,26396,1,0.144144
18783,26413,1,0.147147
18783,26417,1,0.15015
211429,26413,1,0.153153
211429,26417,1,0.156156
232889,26413,1,0.159159
232889,26417,1,0.162162
271844,26413,1,0.165165
271844,26417,1,0.168168
329502,26413,1,0.171171
329502,26417,1,0.174174
78390,26413,1,0.177177
78390,26417,1,0.18018
13631,18750,1,0.183183
13631,18751,1,0.186186
13631,18752,1,0.189189
13629,13631,2,0.192192
108058,12313,1,0.195195
108058,12314,1,0.198198
108058,12315,1,0.201201
108058,494124,1,0.204204
108058,70405,1,0.207207
108058,75600,1,0.21021
108058,80796,1,0.213213
12322,12313,1,0.216216
12322,12314,1,0.219219
12322,12315,1,0.222222
12322,494124,1,0.225225
12322,70405,1,0.228228
12322,75600,1,0.231231
12322,80796,1,0.234234
12323,12313,1,0.237237
12323,12314,1,0.24024
12323,12315,1,0.243243
12323,494124,1,0.246246
12323,70405,1,0.249249
12323,75600,1,0.252252
12323,80796,1,0.255255
12325,12313,1,0.258258
12325,12314,1,0.261261
12325,12315,1,0.264264
12325,494124,1,0.267267
12325,70405,1,0.27027
12325,75600,1,0.273273
12325,80796,1,0.276276
12326,12313,1,0.279279
12326,12314,1,0.282282
12326,12315,1,0.285285
12326,494124,1,0.288288
12326,70405,1,0.291291
12326,75600,1,0.294294
12326,80796,1,0.297297
215303,12313,1,0.3003
215303,12314,1,0.303303
215303,12315,1,0.306306
215303,494124,1,0.309309
215303,70405,1,0.312312
215303,75600,1,0.315315
215303,80796,1,0.318318
52163,12313,1,0.321321
52163,12314,1,0.324324
52163,12315,1,0.327327
52163,494124,1,0.33033
52163,70405,1,0.333333
52163,75600,1,0.336336
52163,80796,1,0.339339
18127,108058,1,0.342342
18127,12322,1,0.345345
18127,12323,1,0.348348
18127,12325,1,0.351351
18127,12326,1,0.354354
18127,215303,1,0.357357
18127,52163,1,0.36036
234889,18127,3,0.363363
239134,18127,3,0.366366
54195,18127,3,0.369369
60596,18127,3,0.372372
17904,107589,1,0.375375
17904,213435,1,0.378378
17904,228785,1,0.381381
17904,238564,1,0.384384
216459,107589,1,0.387387
216459,213435,1,0.39039
216459,228785,1,0.393393
216459,238564,1,0.396396
98932,107589,1,0.399399
98932,213435,1,0.402402
98932,228785,1,0.405405
98932,238564,1,0.408408
11461,17904,3,0.411411
11461,216459,3,0.414414
11461,98932,3,0.417417
11465,17904,3,0.42042
11465,216459,3,0.423423
11465,98932,3,0.426426
11848,18430,1,0.429429
67653,18430,1,0.432432
19877,11848,1,0.435435
19877,67653,1,0.438438
19878,11848,1,0.441441
19878,67653,1,0.444444
17931,19877,2,0.447447
17931,19878,2,0.45045
19045,19877,2,0.453453
19045,19878,2,0.456456
19046,19877,2,0.459459
19046,19878,2,0.462462
