vertex_a,vertex_b,edge,distance
18803,16542,1,0
234779,16542,1,0.00512821
18783,18803,3,0.0102564
18783,234779,3,0.0153846
211429,18803,3,0.0205128
211429,234779,3,0.0256411
232889,18803,3,0.0307693
232889,234779,3,0.0358975
271844,18803,3,0.0410257
271844,234779,3,0.0461539
329502,18803,3,0.0512821
329502,234779,3,0.0564103
78390,18803,3,0.0615385
78390,234779,3,0.0666667
19055,18803,3,0.0717949
19055,234779,3,0.0769232
19055,18783,3,0.0820514
19055,211429,3,0.0871796
19055,232889,3,0.0923078
19055,271844,3,0.097436
19055,329502,3,0.102564
19055,78390,3,0.107692
19056,18803,3,0.112821
19056,234779,3,0.117949
19056,18783,3,0.123077
19056,211429,3,0.128205
19056,232889,3,0.133333
19056,271844,3,0.138462
19056,329502,3,0.14359
19056,78390,3,0.148718
19057,18803,3,0.153846
19057,234779,3,0.158975
19057,18783,3,0.164103
19057,211429,3,0.169231
19057,232889,3,0.174359
19057,271844,3,0.179487
19057,329502,3,0.184616
19057,78390,3,0.189744
19058,18803,3,0.194872
19058,234779,3,0.2
19058,18783,3,0.205128
19058,211429,3,0.210257
19058,232889,3,0.215385
19058,271844,3,0.220513
19058,329502,3,0.225641
19058,78390,3,0.230769
19059,18803,3,0.235898
19059,234779,3,0.241026
19059,18783,3,0.246154
19059,211429,3,0.251282
19059,232889,3,0.25641
19059,271844,3,0.261539
19059,329502,3,0.266667
19059,78390,3,0.271795
18706,16542,1,0.276923
18706,11651,3,0.282052
18706,11652,3,0.28718
18706,23797,3,0.292308
18707,16542,1,0.297436
18707,11651,3,0.302564
18707,11652,3,0.307693
18707,23797,3,0.312821
18708,16542,1,0.317949
18708,11651,3,0.323077
18708,11652,3,0.328205
18708,23797,3,0.333334
18709,16542,1,0.338462
18709,11651,3,0.34359
18709,11652,3,0.348718
18709,23797,3,0.353846
18710,16542,1,0.358975
18710,11651,3,0.364103
18710,11652,3,0.369231
18710,23797,3,0.374359
74769,16542,1,0.379488
74769,11651,3,0.384616
74769,11652,3,0.389744
74769,23797,3,0.394872
18019,19055,1,0.4
18019,19056,1,0.405129
18019,19057,1,0.410257
18019,19058,1,0.415385
18019,19059,1,0.420513
18750,18803,3,0.425641
18750,234779,3,0.43077
18750,18783,3,0.435898
18750,211429,3,0.441026
18750,232889,3,0.446154
18750,271844,3,0.451282
18750,329502,3,0.456411
18750,78390,3,0.461539
18750,19055,3,0.466667
18750,19056,3,0.471795
18750,19057,3,0.476924
18750,19058,3,0.482052
18750,19059,3,0.48718
18751,18803,3,0.492308
18751,234779,3,0.497436
18751,18783,3,0.502565
18751,211429,3,0.507693
18751,232889,3,0.512821
18751,271844,3,0.517949
18751,329502,3,0.523077
18751,78390,3,0.528206
18751,19055,3,0.533334
18751,19056,3,0.538462
18751,19057,3,0.54359
18751,19058,3,0.548718
18751,19059,3,0.553847
18752,18803,3,0.558975
18752,234779,3,0.564103
18752,18783,3,0.569231
18752,211429,3,0.57436
18752,232889,3,0.579488
18752,271844,3,0.584616
18752,329502,3,0.589744
18752,78390,3,0.594872
18752,19055,3,0.600001
18752,19056,3,0.605129
18752,19057,3,0.610257
18752,19058,3,0.615385
18752,19059,3,0.620513
14083,16542,1,0.625642
19094,12540,1,0.63077
26415,12540,1,0.635898
26416,12540,1,0.641026
29857,12540,1,0.646154
19303,16542,1,0.651283
27371,16542,1,0.656411
27371,18803,3,0.661539
27371,234779,3,0.666667
20779,16542,1,0.671796
216148,16542,1,0.676924
110157,18750,1,0.682052
110157,18751,1,0.68718
110157,18752,1,0.692308
15461,20698,3,0.697437
15461,56632,3,0.702565
16653,20698,3,0.707693
16653,56632,3,0.712821
18176,20698,3,0.717949
18176,56632,3,0.723078
18127,18803,3,0.728206
18127,234779,3,0.733334
18127,18783,3,0.738462
18127,211429,3,0.74359
18127,232889,3,0.748719
18127,271844,3,0.753847
18127,329502,3,0.758975
18127,78390,3,0.764103
18127,19055,3,0.769232
18127,19056,3,0.77436
18127,19057,3,0.779488
18127,19058,3,0.784616
18127,19059,3,0.789744
18127,11651,1,0.794873
18127,11652,1,0.800001
18127,23797,1,0.805129
18127,18750,3,0.810257
18127,18751,3,0.815385
18127,18752,3,0.820514
12371,11651,2,0.825642
12371,11652,2,0.83077
12371,23797,2,0.835898
12015,11651,2,0.841026
12015,11652,2,0.846155
12015,23797,2,0.851283
170758,11651,3,0.856411
170758,11652,3,0.861539
170758,23797,3,0.866667
170758,18706,3,0.871796
170758,18707,3,0.876924
170758,18708,3,0.882052
170758,18709,3,0.88718
170758,18710,3,0.892309
170758,74769,3,0.897437
19353,11651,3,0.902565
19353,11652,3,0.907693
19353,23797,3,0.912821
19353,18706,3,0.91795
19353,18707,3,0.923078
19353,18708,3,0.928206
19353,18709,3,0.933334
19353,18710,3,0.938462
19353,74769,3,0.943591
19354,11651,3,0.948719
19354,11652,3,0.953847
19354,23797,3,0.958975
19354,18706,3,0.964103
19354,18707,3,0.969232
19354,18708,3,0.97436
19354,18709,3,0.979488
19354,18710,3,0.984616
19354,74769,3,0.989745
