vertex_a,vertex_b,edge,distance
104111,14680,1,0
104111,14688,1,0.025641
104111,14708,1,0.051282
104111,64337,1,0.076923
12789,104111,3,0.102564
233649,104111,3,0.128205
333329,104111,3,0.153846
12790,14918,3,0.179487
12790,14919,3,0.205128
19091,14918,3,0.230769
19091,14919,3,0.25641
19092,14918,3,0.282051
19092,14919,3,0.307692
18573,12313,1,0.333333
18573,12314,1,0.358974
18573,12315,1,0.384615
18573,494124,1,0.410256
18573,70405,1,0.435897
18573,75600,1,0.461538
18573,80796,1,0.487179
18574,12313,1,0.51282
18574,12314,1,0.538461
18574,12315,1,0.564102
18574,494124,1,0.589743
18574,70405,1,0.615384
18574,75600,1,0.641025
18574,80796,1,0.666666
18575,12313,1,0.692307
18575,12314,1,0.717948
18575,12315,1,0.743589
18575,494124,1,0.76923
18575,70405,1,0.794871
18575,75600,1,0.820512
18575,80796,1,0.846153
18747,104111,3,0.871794
18749,104111,3,0.897435
207728,14918,3,0.923076
207728,14919,3,0.948717
