vertex_a,vertex_b,edge,distance
20698,105787,2,0
20698,108079,2,0.00140647
20698,108097,2,0.00281294
20698,108099,2,0.00421941
20698,19079,2,0.00562588
20698,19082,2,0.00703235
20698,241113,2,0.00843882
56632,105787,2,0.00984529
56632,108079,2,0.0112518
56632,108097,2,0.0126582
56632,108099,2,0.0140647
56632,19079,2,0.0154712
56632,19082,2,0.0168776
56632,241113,2,0.0182841
100503710,23796,3,0.0196906
14677,23796,3,0.021097
14678,23796,3,0.0225035
14679,23796,3,0.02391
14688,23796,3,0.0253165
14693,23796,3,0.0267229
14695,23796,3,0.0281294
14696,23796,3,0.0295359
14697,23796,3,0.0309423
14699,23796,3,0.0323488
14700,23796,3,0.0337553
14701,23796,3,0.0351617
14702,23796,3,0.0365682
14704,23796,3,0.0379747
14706,23796,3,0.0393812
14707,23796,3,0.0407876
14708,23796,3,0.0421941
14709,23796,3,0.0436006
14710,23796,3,0.045007
64337,23796,3,0.0464135
66066,23796,3,0.04782
104709,100503710,1,0.0492264
104709,14677,1,0.0506329
104709,14678,1,0.0520394
104709,14679,1,0.0534459
104709,14688,1,0.0548523
104709,14693,1,0.0562588
104709,14695,1,0.0576653
104709,14696,1,0.0590717
104709,14697,1,0.0604782
104709,14699,1,0.0618847
104709,14700,1,0.0632911
104709,14701,1,0.0646976
104709,14702,1,0.0661041
104709,14704,1,0.0675106
104709,14706,1,0.068917
104709,14707,1,0.0703235
104709,14708,1,0.07173
104709,14709,1,0.0731364
104709,14710,1,0.0745429
104709,64337,1,0.0759494
104709,66066,1,0.0773559
30955,100503710,1,0.0787623
30955,14677,1,0.0801688
30955,14678,1,0.0815753
30955,14679,1,0.0829817
30955,14688,1,0.0843882
30955,14693,1,0.0857947
30955,14695,1,0.0872011
30955,14696,1,0.0886076
30955,14697,1,0.0900141
30955,14699,1,0.0914205
30955,14700,1,0.092827
30955,14701,1,0.0942335
30955,14702,1,0.09564
30955,14704,1,0.0970464
30955,14706,1,0.0984529
30955,14707,1,0.0998594
30955,14708,1,0.101266
30955,14709,1,0.102672
30955,14710,1,0.104079
30955,64337,1,0.105485
30955,66066,1,0.106892
320207,100503710,1,0.108298
320207,14677,1,0.109705
320207,14678,1,0.111111
320207,14679,1,0.112518
320207,14688,1,0.113924
320207,14693,1,0.115331
320207,14695,1,0.116737
320207,14696,1,0.118143
320207,14697,1,0.11955
320207,14699,1,0.120956
320207,14700,1,0.122363
320207,14701,1,0.123769
320207,14702,1,0.125176
320207,14704,1,0.126582
320207,14706,1,0.127989
320207,14707,1,0.129395
320207,14708,1,0.130802
320207,14709,1,0.132208
320207,14710,1,0.133615
320207,64337,1,0.135021
320207,66066,1,0.136428
11651,104709,3,0.137834
11651,30955,3,0.139241
11651,320207,3,0.140647
11652,104709,3,0.142053
11652,30955,3,0.14346
11652,320207,3,0.144866
23797,104709,3,0.146273
23797,30955,3,0.147679
23797,320207,3,0.149086
26413,11651,1,0.150492
26413,11652,1,0.151899
26413,23797,1,0.153305
26413,26395,1,0.154712
26413,26396,1,0.156118
26417,11651,1,0.157525
26417,11652,1,0.158931
26417,23797,1,0.160338
26417,26395,1,0.161744
26417,26396,1,0.163151
58988,26413,1,0.164557
58988,26417,1,0.165963
72508,26413,1,0.16737
72508,26417,1,0.168776
18795,100503710,1,0.170183
18795,14688,1,0.171589
18795,14693,1,0.172996
18795,14695,1,0.174402
18795,14696,1,0.175809
18795,14697,1,0.177215
18795,14699,1,0.178622
18795,14700,1,0.180028
18795,14701,1,0.181435
18795,14702,1,0.182841
18795,14704,1,0.184248
18795,14706,1,0.185654
18795,14707,1,0.187061
18795,14708,1,0.188467
18795,14709,1,0.189873
18795,14710,1,0.19128
18795,64337,1,0.192686
18795,66066,1,0.194093
18796,100503710,1,0.195499
18796,14688,1,0.196906
18796,14693,1,0.198312
18796,14695,1,0.199719
18796,14696,1,0.201125
18796,14697,1,0.202532
18796,14699,1,0.203938
18796,14700,1,0.205345
18796,14701,1,0.206751
18796,14702,1,0.208158
18796,14704,1,0.209564
18796,14706,1,0.210971
18796,14707,1,0.212377
18796,14708,1,0.213783
18796,14709,1,0.21519
18796,14710,1,0.216596
18796,64337,1,0.218003
18796,66066,1,0.219409
18797,100503710,1,0.220816
18797,14688,1,0.222222
18797,14693,1,0.223629
18797,14695,1,0.225035
18797,14696,1,0.226442
18797,14697,1,0.227848
18797,14699,1,0.229255
18797,14700,1,0.230661
18797,14701,1,0.232068
18797,14702,1,0.233474
18797,14704,1,0.23488
18797,14706,1,0.236287
18797,14707,1,0.237693
18797,14708,1,0.2391
18797,14709,1,0.240506
18797,14710,1,0.241913
18797,64337,1,0.243319
18797,66066,1,0.244726
18798,100503710,1,0.246132
18798,14688,1,0.247539
18798,14693,1,0.248945
18798,14695,1,0.250352
18798,14696,1,0.251758
18798,14697,1,0.253165
18798,14699,1,0.254571
18798,14700,1,0.255978
18798,14701,1,0.257384
18798,14702,1,0.25879
18798,14704,1,0.260197
18798,14706,1,0.261603
18798,14707,1,0.26301
18798,14708,1,0.264416
18798,14709,1,0.265823
18798,14710,1,0.267229
18798,64337,1,0.268636
18798,66066,1,0.270042
16438,18795,3,0.271449
16438,18796,3,0.272855
16438,18797,3,0.274262
16438,18798,3,0.275668
16439,18795,3,0.277075
16439,18796,3,0.278481
16439,18797,3,0.279888
16439,18798,3,0.281294
16440,18795,3,0.2827
16440,18796,3,0.284107
16440,18797,3,0.285513
16440,18798,3,0.28692
20190,18795,3,0.288326
20190,18796,3,0.289733
20190,18797,3,0.291139
20190,18798,3,0.292546
20191,18795,3,0.293952
20191,18796,3,0.295359
20191,18797,3,0.296765
20191,18798,3,0.298172
20192,18795,3,0.299578
20192,18796,3,0.300985
20192,18797,3,0.302391
20192,18798,3,0.303798
56717,11651,1,0.305204
56717,11652,1,0.30661
56717,23797,1,0.308017
15461,100503710,1,0.309423
15461,14688,1,0.31083
15461,14693,1,0.312236
15461,14695,1,0.313643
15461,14696,1,0.315049
15461,14697,1,0.316456
15461,14699,1,0.317862
15461,14700,1,0.319269
15461,14701,1,0.320675
15461,14702,1,0.322082
15461,14704,1,0.323488
15461,14706,1,0.324895
15461,14707,1,0.326301
15461,14708,1,0.327708
15461,14709,1,0.329114
15461,14710,1,0.33052
15461,64337,1,0.331927
15461,66066,1,0.333333
16653,100503710,1,0.33474
16653,14688,1,0.336146
