vertex_a,vertex_b,edge,distance
14960,100504404,3,0
14961,100504404,3,0.00125628
14961,14960,3,0.00251256
14969,100504404,3,0.00376884
14969,14960,3,0.00502512
14969,14961,3,0.0062814
14998,100504404,3,0.00753768
14998,14960,3,0.00879396
14998,14961,3,0.0100502
14998,14969,3,0.0113065
14999,100504404,3,0.0125628
14999,14960,3,0.0138191
14999,14961,3,0.0150754
14999,14969,3,0.0163316
14999,14998,3,0.0175879
15000,100504404,3,0.0188442
15000,14960,3,0.0201005
15000,14961,3,0.0213568
15000,14969,3,0.022613
15000,14998,3,0.0238693
15000,14999,3,0.0251256
15001,100504404,3,0.0263819
15001,14960,3,0.0276382
15001,14961,3,0.0288944
15001,14969,3,0.0301507
15001,14998,3,0.031407
15001,14999,3,0.0326633
15001,15000,3,0.0339196
15002,100504404,3,0.0351758
15002,14960,3,0.0364321
15002,14961,3,0.0376884
15002,14969,3,0.0389447
15002,14998,3,0.040201
15002,14999,3,0.0414572
15002,15000,3,0.0427135
15002,15001,3,0.0439698
381091,100504404,3,0.0452261
381091,14960,3,0.0464824
381091,14961,3,0.0477386
381091,14969,3,0.0489949
381091,14998,3,0.0502512
381091,14999,3,0.0515075
381091,15000,3,0.0527638
381091,15001,3,0.05402
381091,15002,3,0.0552763
12504,100504404,3,0.0565326
12504,14960,3,0.0577889
12504,14961,3,0.0590452
12504,14969,3,0.0603014
12504,14998,3,0.0615577
12504,14999,3,0.062814
12504,15000,3,0.0640703
12504,15001,3,0.0653266
12504,15002,3,0.0665828
12504,381091,3,0.0678391
100529082,12525,3,0.0690954
100529082,12526,3,0.0703517
100529082,21356,3,0.071608
110557,12525,3,0.0728642
110557,12526,3,0.0741205
110557,21356,3,0.0753768
110557,100529082,3,0.0766331
110558,12525,3,0.0778894
110558,12526,3,0.0791456
110558,21356,3,0.0804019
110558,100529082,3,0.0816582
110558,110557,3,0.0829145
110696,12525,3,0.0841708
110696,12526,3,0.085427
110696,21356,3,0.0866833
110696,100529082,3,0.0879396
110696,110557,3,0.0891959
110696,110558,3,0.0904522
14963,12525,3,0.0917084
14963,12526,3,0.0929647
14963,21356,3,0.094221
14963,100529082,3,0.0954773
14963,110557,3,0.0967336
14963,110558,3,0.0979898
14963,110696,3,0.0992461
14964,12525,3,0.100502
14964,12526,3,0.101759
14964,21356,3,0.103015
14964,100529082,3,0.104271
14964,110557,3,0.105528
14964,110558,3,0.106784
14964,110696,3,0.10804
14964,14963,3,0.109296
14972,12525,3,0.110553
14972,12526,3,0.111809
14972,21356,3,0.113065
14972,100529082,3,0.114321
14972,110557,3,0.115578
14972,110558,3,0.116834
14972,110696,3,0.11809
14972,14963,3,0.119347
14972,14964,3,0.120603
14980,12525,3,0.121859
14980,12526,3,0.123115
14980,21356,3,0.124372
14980,100529082,3,0.125628
14980,110557,3,0.126884
14980,110558,3,0.128141
14980,110696,3,0.129397
14980,14963,3,0.130653
14980,14964,3,0.131909
14980,14972,3,0.133166
14985,12525,3,0.134422
14985,12526,3,0.135678
14985,21356,3,0.136935
14985,100529082,3,0.138191
14985,110557,3,0.139447
14985,110558,3,0.140703
14985,110696,3,0.14196
14985,14963,3,0.143216
14985,14964,3,0.144472
14985,14972,3,0.145728
14985,14980,3,0.146985
14990,12525,3,0.148241
14990,12526,3,0.149497
14990,21356,3,0.150754
14990,100529082,3,0.15201
14990,110557,3,0.153266
14990,110558,3,0.154522
14990,110696,3,0.155779
14990,14963,3,0.157035
14990,14964,3,0.158291
14990,14972,3,0.159548
14990,14980,3,0.160804
14990,14985,3,0.16206
14991,12525,3,0.163316
14991,12526,3,0.164573
14991,21356,3,0.165829
14991,100529082,3,0.167085
14991,110557,3,0.168342
14991,110558,3,0.169598
14991,110696,3,0.170854
14991,14963,3,0.17211
14991,14964,3,0.173367
14991,14972,3,0.174623
14991,14980,3,0.175879
14991,14985,3,0.177135
14991,14990,3,0.178392
14997,12525,3,0.179648
14997,12526,3,0.180904
14997,21356,3,0.182161
14997,100529082,3,0.183417
14997,110557,3,0.184673
14997,110558,3,0.185929
14997,110696,3,0.187186
14997,14963,3,0.188442
14997,14964,3,0.189698
14997,14972,3,0.190955
14997,14980,3,0.192211
14997,14985,3,0.193467
14997,14990,3,0.194723
14997,14991,3,0.19598
15006,12525,3,0.197236
15006,12526,3,0.198492
15006,21356,3,0.199749
15006,100529082,3,0.201005
15006,110557,3,0.202261
15006,110558,3,0.203517
15006,110696,3,0.204774
15006,14963,3,0.20603
15006,14964,3,0.207286
15006,14972,3,0.208542
15006,14980,3,0.209799
15006,14985,3,0.211055
15006,14990,3,0.212311
15006,14991,3,0.213568
15006,14997,3,0.214824
15007,12525,3,0.21608
15007,12526,3,0.217336
15007,21356,3,0.218593
15007,100529082,3,0.219849
15007,110557,3,0.221105
15007,110558,3,0.222362
15007,110696,3,0.223618
15007,14963,3,0.224874
15007,14964,3,0.22613
15007,14972,3,0.227387
15007,14980,3,0.228643
15007,14985,3,0.229899
15007,14990,3,0.231156
15007,14991,3,0.232412
15007,14997,3,0.233668
15007,15006,3,0.234924
15013,12525,3,0.236181
15013,12526,3,0.237437
15013,21356,3,0.238693
15013,100529082,3,0.239949
15013,110557,3,0.241206
15013,110558,3,0.242462
15013,110696,3,0.243718
15013,14963,3,0.244975
15013,14964,3,0.246231
15013,14972,3,0.247487
15013,14980,3,0.248743
15013,14985,3,0.25
15013,14990,3,0.251256
15013,14991,3,0.252512
15013,14997,3,0.253769
15013,15006,3,0.255025
15013,15007,3,0.256281
15015,12525,3,0.257537
15015,12526,3,0.258794
15015,21356,3,0.26005
15015,100529082,3,0.261306
15015,110557,3,0.262563
15015,110558,3,0.263819
15015,110696,3,0.265075
15015,14963,3,0.266331
15015,14964,3,0.267588
15015,14972,3,0.268844
15015,14980,3,0.2701
15015,14985,3,0.271356
15015,14990,3,0.272613
15015,14991,3,0.273869
15015,14997,3,0.275125
15015,15006,3,0.276382
15015,15007,3,0.277638
15015,15013,3,0.278894
15018,12525,3,0.28015
15018,12526,3,0.281407
15018,21356,3,0.282663
15018,100529082,3,0.283919
15018,110557,3,0.285176
15018,110558,3,0.286432
15018,110696,3,0.287688
15018,14963,3,0.288944
15018,14964,3,0.290201
15018,14972,3,0.291457
15018,14980,3,0.292713
15018,14985,3,0.29397
15018,14990,3,0.295226
15018,14991,3,0.296482
15018,14997,3,0.297738
15018,15006,3,0.298995
15018,15007,3,0.300251
15018,15013,3,0.301507
15018,15015,3,0.302763
15019,12525,3,0.30402
15019,12526,3,0.305276
15019,21356,3,0.306532
15019,100529082,3,0.307789
15019,110557,3,0.309045
15019,110558,3,0.310301
15019,110696,3,0.311557
15019,14963,3,0.312814
