vertex_a,vertex_b,edge,distance
16001,16000,1,0
15461,16001,1,0.00970874
16653,16001,1,0.0194175
18176,16001,1,0.0291262
104110,11651,1,0.038835
104110,11652,1,0.0485437
104110,23797,1,0.0582524
104111,11651,1,0.0679612
104111,11652,1,0.0776699
104111,23797,1,0.0873787
11512,11651,1,0.0970874
11512,11652,1,0.106796
11512,23797,1,0.116505
11513,11651,1,0.126214
11513,11652,1,0.135922
11513,23797,1,0.145631
11514,11651,1,0.15534
11514,11652,1,0.165049
11514,23797,1,0.174757
11515,11651,1,0.184466
11515,11652,1,0.194175
11515,23797,1,0.203884
210044,11651,1,0.213592
210044,11652,1,0.223301
210044,23797,1,0.23301
224129,11651,1,0.242719
224129,11652,1,0.252427
224129,23797,1,0.262136
432530,11651,1,0.271845
432530,11652,1,0.281553
432530,23797,1,0.291262
16337,16333,1,0.300971
16337,16334,1,0.31068
20656,56458,1,0.320388
20656,56484,1,0.330097
22084,11651,2,0.339806
22084,11652,2,0.349515
22084,23797,2,0.359223
22084,105787,1,0.368932
22084,108079,1,0.378641
22084,108097,1,0.38835
22084,108099,1,0.398058
22084,19079,1,0.407767
22084,19082,1,0.417476
22084,241113,1,0.427185
64930,11651,2,0.436893
64930,11652,2,0.446602
64930,23797,2,0.456311
64930,105787,1,0.46602
64930,108079,1,0.475728
64930,108097,1,0.485437
64930,108099,1,0.495146
64930,19079,1,0.504854
64930,19082,1,0.514563
64930,241113,1,0.524272
19744,22084,2,0.533981
19744,64930,2,0.543689
13685,56717,2,0.553398
13685,67605,2,0.563107
13685,74370,2,0.572816
13684,13685,2,0.582524
218268,13685,2,0.592233
26987,13685,2,0.601942
140742,22059,1,0.611651
230784,22059,1,0.621359
75747,22059,1,0.631068
68465,11450,1,0.640777
72674,11450,1,0.650486
93759,105787,3,0.660194
93759,108079,3,0.669903
93759,108097,3,0.679612
93759,108099,3,0.689321
93759,19079,3,0.699029
93759,19082,3,0.708738
93759,241113,3,0.718447
19017,93759,1,0.728156
22241,56717,2,0.737864
22241,67605,2,0.747573
22241,74370,2,0.757282
12326,207565,1,0.76699
18033,93759,2,0.776699
19697,93759,2,0.786408
19016,93759,2,0.796117
12359,56458,1,0.805825
12359,56484,1,0.815534
11793,56458,1,0.825243
11793,56484,1,0.834952
72993,68465,1,0.84466
72993,72674,1,0.854369
12421,56717,2,0.864078
12421,67605,2,0.873787
12421,74370,2,0.883495
51897,56717,2,0.893204
51897,67605,2,0.902913
51897,74370,2,0.912622
68118,56717,2,0.92233
68118,67605,2,0.932039
68118,74370,2,0.941748
110147,18747,1,0.951457
110147,18749,1,0.961165
77683,18747,1,0.970874
77683,18749,1,0.980583
