vertex_a,vertex_b,edge,distance
18747,104110,3,0
18747,104111,3,0.0125
18747,11512,3,0.025
18747,11513,3,0.0375
18747,11514,3,0.05
18747,11515,3,0.0625
18747,210044,3,0.075
18747,224129,3,0.0875
18747,432530,3,0.1
18749,104110,3,0.1125
18749,104111,3,0.125
18749,11512,3,0.1375
18749,11513,3,0.15
18749,11514,3,0.1625
18749,11515,3,0.175
18749,210044,3,0.1875
18749,224129,3,0.2
18749,432530,3,0.2125
14683,14652,1,0.225
14672,12671,1,0.2375
14682,12671,1,0.25
18750,18795,3,0.2625
18750,18796,3,0.275
18750,18797,3,0.2875
18750,18798,3,0.3
18751,18795,3,0.3125
18751,18796,3,0.325
18751,18797,3,0.3375
18751,18798,3,0.35
18752,18795,3,0.3625
18752,18796,3,0.375
18752,18797,3,0.3875
18752,18798,3,0.4
11909,18747,1,0.4125
11909,18749,1,0.425
11911,18747,1,0.4375
11911,18749,1,0.45
12912,18747,1,0.4625
12912,18749,1,0.475
12913,18747,1,0.4875
12913,18749,1,0.5
12915,18747,1,0.5125
12915,18749,1,0.525
208647,18747,1,0.5375
208647,18749,1,0.55
208677,18747,1,0.5625
208677,18749,1,0.575
231991,18747,1,0.5875
231991,18749,1,0.6
26427,18747,1,0.6125
26427,18749,1,0.625
78284,18747,1,0.6375
78284,18749,1,0.65
56508,104110,3,0.6625
56508,104111,3,0.675
56508,11512,3,0.6875
56508,11513,3,0.7
56508,11514,3,0.7125
56508,11515,3,0.725
56508,210044,3,0.7375
56508,224129,3,0.75
56508,432530,3,0.7625
20927,18747,2,0.775
20927,18749,2,0.7875
20927,56508,2,0.8
116838,56508,1,0.8125
236781,14607,1,0.825
11517,11516,1,0.8375
16440,18795,3,0.85
16440,18796,3,0.8625
16440,18797,3,0.875
16440,18798,3,0.8875
16440,18747,1,0.9
16440,18749,1,0.9125
18609,18747,1,0.925
18609,18749,1,0.9375
26875,56508,1,0.95
19339,116838,1,0.9625
19339,26875,1,0.975
